listing_id,id,date,reviewer_id,reviewer_name,comments
1383728,991216780719371898,2023-09-29,448949411,Fillips,"Excelente ubicación, esta cerca de todos los puntos de interés, además de contar con todos los servicios muy cerca. El departamento es tal cual se describe y muestran las fotos (totalmente equipado con todo lo necesario), esta cerca de todo, se puede hacer caminando los principales atractivos de la ciudad.  Sergi, es un muy buen anfitrión, responde rápidamente y entrega mucha ayuda."
1383728,1021660626397505607,2023-11-10,437545457,Jose Ignacio,Super recomiendo !
1383728,1109385519022126913,2024-03-10,285741068,Mariangeles,"Buena ubicación, pudimos acceder a muchos lugares simplemente a pie…<br/>Si bien Sergi siempre se mostró resolutivo si teñimos algún problema, compramos unas cápsulas nesspreso para la cafetera y no funciono durante la estadía, nos propuso poder arreglarla pero preferimos quedarnos con las cápsulas y no perder un día de nuestro viaje con ese problema. El aire acondicionado no llegaba a calentar el ambiente pece a que es pequeño.<br/>Nos recibió una chica que no nos dijo nada…"
1383728,1116604896384995510,2024-03-20,88135703,Rosa,muy bien ubicado para nosotos.
1383728,1146320723812781383,2024-04-30,299057033,Estuardo,"Excelente ubicación para nuestra estadía Barcelona, super céntrico para conocer Barcelona."
1383728,1159993144801432272,2024-05-19,136564483,Carolina,"Todo muy bien, cómodo para una familia pequeña. bien insonorizado cuando se cierran las ventanas, así que se podía descansar bien."
1383728,1163679102598209276,2024-05-24,30577750,Catherine,"El piso está genial, súper bien localizado y muy limpio! Sergi ha sido súper rápido siempre en todas las comunicaciones, repetiré sin duda!"
1383728,1165850344196712008,2024-05-27,53452635,Myriam,Yo no le pediría al chico que nos recibió que lo hiciera. Poco amable
1383728,1201385978222511608,2024-07-15,112176144,Juan Carlos,Excelente alojamiento. 100% recomendado.
1383728,1206394408857834982,2024-07-22,55527400,Alexandra,"Todo genial nos gustó mucho quedar en el piso! Muy céntrico cerca de diagonal con passeig de gracia. El piso limpio, con espacio suficiente para 4 adultos 🙂"
1383728,1247712872166224353,2024-09-17,185015701,Federico,"El departamento muy lindo, y bien cuidado. Sin pensar que iba a ser un departamento grande, era un poco más chico de lo que se veia en las fotos, pero los dormitorios de buen tamaño. <br/>Recomendable!!"
1383728,1268046507022906665,2024-10-15,545430055,Guillermo,"excelente comunicación con sergi, el apartamento tal como la descripción....muy bien ubicado....cerca de todo...y muy tranquilo."
1383728,1269524528840747678,2024-10-17,67565775,Rossana,un poco chico. La salita muy adentro sin luz
40983,162996150,2017-06-23,50150418,Monica Beatriz,"El Dpto es tal cual las descripciones . Esta muy bien ubicado a metros de avenidas importantes, accesible a medios de transporte y zona de negocios de todo tipo.<br/>Muchas gracias Joaquin por tu atenciòn"
40983,166666017,2017-07-04,48019460,Sofia,"Departamento amplio con muy buena ubicación. Cocina comoda living comedor (un sillon cama), y habitacion separada.<br/>El único detalle es que no tiene una ventana en la habitación.<br/>Limpio, comodo y recomendable para alojarse en Barcelona."
40983,172875820,2017-07-22,63793739,Teresita Irene,"Nos han recibido con mucha amabilidad. Está muy bien ubicado, muy limpio y confortable. En una zona de muy fácil acceso y con lugares cercanos para comer, desayunar o comprar comida.Unica crítica, que es interior el piso. Lo demás, es altamente recomendable!!"
40983,175582791,2017-07-29,14516784,Vane,"Estuvimos una semana en el apartamento. Ideal para una pareja y un niño. Nos facilitaron una cuna. Sitio muy céntrico y muy bien comunicado con transporte público. Se accede por una escalera a un bajo. Echamos de menos algo de luz natural. Por lo demás súper cómodo y muy bien equipado. No nos faltó de nada y tanto Joaquín responsable de todo el trato como Jordi quien nos atendió personalmente en el checking, estuvieron pendientes de nosotros en todo momento, haciéndonos sentir como en casa."
40983,189275370,2017-09-01,4081942,Igor,"El apartamento esta muy bien ubicado para visitar la ciudad hay estaciones del metro cerca y a pie puedes caminar todo loo que quieras, el sitio es muy seguro y de noche no hay peligro. El apartamento muy bien equipado hasta para 4 personas, viaje con mli esposa y disfrutamos el sitio y el barrio donde esta ubicado"
40983,193847308,2017-09-15,67744914,Anita,"Joaquin fue muy amable. El departamento esta en perfectas condiciones, salvo que en el momento que fuimos no funcionaba el TV pero seguro fue un inconveniente del momento. Igualmente no fue necesario tenerlo para nosotros. Por otro lado pudimos entrar antes de lo pactado y dejar las valijas en el lugar por varias horas antes de irnos."
40983,205116886,2017-10-21,5387274,Lucila,"El departamento es tal cual se publicita. Todo funcionaba barbaro (salvo secador de pelo que se apagaba despues de un tiempo corto de uso). Lo mejor es la ubicacion walking distance de los ligares turisticos y sino estas a dos cuadras de dubte estacion girona. Mejoraria el tema del bedding que es al estilo Ikea y de repente podias tener calor y no lo suficiente para dormir completamente destapado. Joaquin y su compañero Ivan estuvieron siempre rapidos en dar respuesta, lo cual se aprecia notablemente. Hay que subir dos escaleras por ser un entrepiso pero no implica agotamiento (yo wstaba con bebe de 4 meses con cochecito y nena de 3 años). Volveriamos sin dudarlo."
40983,222241260,2017-12-29,2787196,Rossy,"El anfitrión no apareció, en su lugar un encargado que se desentendió de todo, le solicité unas baterías  para el mando de la TV y me mandó a comprarlas, le solicité otra cafetera porque la que había era de capsulas y me dijo que nada de nada. El baño huele bastante mal y la ducha es muy incómoda ya que no tiene base para colocarla en la pared y hay que aguantar con una mano paraciera que no quieren que se gaste el agua. En cuanto al menaje está bastante deteriorado y escaso."
40983,237530131,2018-02-23,30015413,Julian,"Todo muy bien!! Limpio y cómodo. Por momentos se siente olor del baño, y a falta de ventanas para ventilar el depto tiene un olor particular.. pero al pasar el tiempo dejas de olerlo. Las camas muy cómodas y la cocina bastante completa. Un poco incomodo que la ducha sea de mano, mi mamá estaba con la mano derecha quebrada y le costaba el doble bañarse, pero sacando eso todo perfecto. Muchas gracias por todo! Recomendado!"
40983,241237903,2018-03-08,90311507,Natalia,"El departamento es muy lindo y espacioso,  el barrio es hermoso, tiene muchos bare, restaurantes y está muy cerca de lugares turísticos como la Sagrada Familia y El paseo de Gracia. Joaquín estuvo muy atento siempre a todo lo que necesitábamos."
40983,252388995,2018-04-10,167895302,Luciana,"Nuestra estadía en la casa de Joaquín fue súper agradable. No solo está bien ubicada (a 2 cuadras de 2 lineas de metro) sino que también tiene todo lo necesario para hacer que te sientas como en tu casa. Recorrimos los puntos turísticos a pie, ya que esta cerca de los lugares más importantes para visitar (salvo la playa, pero serán 20 cuadras como mucho). La hospitalidad y la atención de Ivan y la respuesta inmediata de Joaquín también son destacables. Realmente nos sentimos súper cómodos! 100% recomendable. Volveremos!"
721478,599048117511679185,2022-04-06,250639215,Juanjo,Todo muy bien
1383728,1405037539976114642,2025-04-22,324342868,Guillermo,"Todo muy bueno , las instalaciones ; la limpieza, la ubicación. Sergi muy amable."
1383728,1406498638876072538,2025-04-24,481932860,Gonzalo,Disfrutamos nuestra estadía en Barcelona. Zona muy comoda y Sergi muy atento a nuestras necesidades. Excelentes recomendaciones
1383728,1418108523785663940,2025-05-10,222295005,Martin,Todo limpio y correcto. Volveria a alojarme aquí
1383728,1476029876888901998,2025-07-29,478076933,Gabriela,"El apartamento es hermoso, moderno, muy limpio, cómodo y muy bien equipado con todo lo necesario. <br/>La ubicación es inmejorable.  Está en una zona tranquila, a pocos metros de Paseo de Gracia. Hay movimiento y restaurantes hasta tarde, se siente una zona segura. Se puede ir caminando a casi todos los puntos turísticos.<br/>Volveríamos a alojarnos en el apartamento de Sergi sin dudarlo."
1385618,71978905,2016-04-30,57883542,Raimundo,Todo excelente ! Recomendable 100%
1385618,78374966,2016-06-06,20661237,IRent,El apartamento de Lluis es una verdadera maravilla! Con un ubicación inmejorable y todo nuevo y de excelente gusto. Recomiendo ampliamente este airbnb para cualquier objetivo de viaje. Gracias!!
40983,262585598,2018-05-09,81741504,Jhessica,El apartamento está muy bien ubicado. cerca de varias estaciones del metro y del tren y puedes desplazarte con facilidad a todos los sitios turísticos de la ciudad.  Joaquín a estado atento a nuestra estadía. Todo muy bien
40983,272189357,2018-06-03,64294724,Alberto,"Muy buen alojamiento con una excelente ubicación con proximidad a L4y a bus 24 (Park Güell) Al llegar tuve problemas con mi teléfono para comunicarme, pero en cuanto lo pude hacer,  tanto Joaquín como Iván estuvieron disponibles para coordinar mi ingreso."
40983,276203255,2018-06-13,132816775,Marcelo,Excelente lugar en todos los aspectos 
40983,282437546,2018-06-27,144257210,Carmen,"El piso está bien cuidado, muy bien situado, con comercios alrededor y en una muy buena zona. Añadiría algunos básicos como el gel, champú, gel de manos, trapos de cocina.....para los que vamos solo para unos días. Por todo lo demás muy bien, comunicación rápida y excelente por parte de Joaquín y de Iván. Un saludo"
40983,318086327,2018-09-03,51257029,Veronica,Excelente ubicación y departamento muy bonito. Joaquín respondió  rapidísimo a todas las consultas :)
40983,335101022,2018-10-11,30259446,Aitor,"Lugar inmejorable, en pleno centro, a 10 mins de cualquier lugar. Para repetir!"
40983,353021746,2018-11-26,40900355,Guillermo,"alojamiento bien ubicado, muy solícitos los anfitriones con nosotros. Todo Ok"
40983,360664280,2018-12-21,40330302,Pablo,"Este piso está muy bien ubicado y tiene buen tamaño. El host y su colega muy amables.<br/>Lo único malo que tiene es que es muy ruidoso. Se cuela el ruido de todo. Y nada que hacer con esto, el host no puede hacer nada al respecto (y lo entiendo). Pero es importante tenerlo en consideración, especialmente si se va por motivos laborales."
40983,403595105,2019-01-21,32002449,Pablo,"Excelente espacio, inmejorable ubicación y anfitrión muy atento a nuestras necesidades. Lo recomiendo para disfrutar Barcelona."
40983,413821926,2019-02-18,10168016,Juan Carlos,"Encantado , y muy a gusto , estoy encantado de todo el apartamento , volveré seguro ...."
40983,420906185,2019-03-08,10927888,Conrado,"Buen depto , bien ubicado , cumplio en precio y calidad con nuestra expectativa para la visita al MWC. SDs"
40983,443997070,2019-04-27,49364914,Camila,"Pasamos dos semanas excelentes en el apartamento de Joaquin, de acceso facil a todos los puntos que no pueden faltar en una visita a Barcelona acompañada con un calido recibimiento. Super recomendable!"
40983,516523839,2019-08-24,29478961,Sandra,"El loft de Joaquín es cómodo, práctico, y espacioso además de estar decorado con buen gusto. Dispone de todo lo necesario para disfrutar de una estadía confortable en Barcelona. Súper bien ubicado. Joaquín e Iván son muy agradables y bien predispuestos. Gracias por todo!"
40983,523722846,2019-09-04,57947737,Montserrat,"Departamento bien ubicado, con todos los servicios básicos necesarios para una estadía de una semana, transporte público cercano, atención inmediata del anfitrión. Sin duda nos hospedaremos aquí en otra ocasión. Gracias Joaquín por todo."
40983,526699506,2019-09-09,9310288,Gloria,"Si están buscando un lugar ideal para disfrutar todo lo que Barcelona tiene para ofrecer y descansar y relajarse en un departamento con estilo, impecable, provisto con todo lo necesario (y más) en una ubicación inmejorable, no lo duden más que lo de Joaquín es perfecto. El departamento queda a minutos caminando del punto neurálgico de BCN: Plaza Catalunya, en la zona del Eixample donde las calles son anchas y luminosas. A pesar de estar en un entresuelo, cuenta con luz natural y las ventanas isonorizadas garantizan el descanso y privacidad. Tiene aire acondicionado, está decorado con muy buen gusto y tiene todas las comodidades, hasta lavarropas! Casi enfrente hay un parking que Iván (quien nos recibió y fue super atento) nos recomendó y que nos hizo una tarifa increíble. Cabe destacar que no sacamos el auto en ningún momento porque no hizo falta ya que no sólo estábamos cerca de todo sino que a tiro de piedra teníamos un par de estaciones de metro. No dudaría en volver a alojarme y recomendarlo a otros viajeros"
40983,527511339,2019-09-11,118267953,David Eduardo,Excelente anfitrión
40983,536642797,2019-09-27,2408161,Julieta,"Ubicación inmejorable a unas cuadras del Passeig de Gràcia.<br/>Baño en perfecto estado y cocina bien equipada. El lavarropas nos fue de gran ayuda.<br/>El departamento cumple con todo lo necesario para una estancia agradable.<br/>Muy recomendable, repetiríamos sin duda!"
40983,572913903,2019-12-04,55670484,Mar,"Un apartamento genial. Está muy limpio, tiene de todo y está muy bien comunicado. Perfecto para estancias largas. Iván, la persona que nos recibió fue muy amable y atento. Muy recomendable para tu estancia en Barcelona."
40983,607112627,2020-02-17,290481815,Rodrigo,Hermoso lugar y una muy linda ubicación!
40983,646632414,2020-08-04,129991652,Noelia,"Alojamiento totalmente recomendable, muy buena ubicación y comunicación por parte del Iván, que está para lo que necesites. Apartamento acogedor y limpio,sin duda repetiremos cuando volvamos a Barcelona."
40983,657734667,2020-08-29,207010567,Fernando,Tanto la ubicación como el piso en sí son geniales. Recomendable!
40983,672580951,2020-10-09,366791619,Cristina  Jumalay,No me gusto nada el piso venía ya con fallos un enchufe q no va en el vaño no puedes secarte elpelo y ollas quemadas  ventanas sucias sele da también por fuera no solo lo de dentro  estaba fatal me gusto nada ventanas que Dan a un ascensor y la otra da a la parte de la cocina del restaurante esta fatal  y la instalación de la casa tenia una avería y la luz del pasillo tampoco  y la fianza nose pero aun no me lo an devuelto me parece de lo peor el piso para lo q cobra
40983,673793190,2020-10-12,273373012,Maria,Hemos estado el puente en el alojamiento y nos hemos pateado todo Barcelona gracias a su inmejorable ubicación (a 15 mins de la Sagrada Familia). Bien es cierto que es un piso poco luminoso al ser interior pero que lo suple con todo lo demás! Muy recomendable
40983,707793293,2020-11-09,73152387,"Marcos,","Mejor de lo que imaginé. Un anfitrión muy amable y cordial. Perfecto alojamiento, ubicación y hospitalidad. Recomendable"
40983,712585725,2020-11-30,1484995,Maria,Excelente ubicación. Hospitalidad y dispuestos para ayudar en todo momento!
40983,726747294,2021-01-25,380640124,Darene,"Excelente ubicación, cuentas con todos los servicios de agua caliente, calefacción, cocina. Muy recomendable"
40983,744906262,2021-04-03,264662473,Vicente,"Fotos no concordantes con la realidad, suciedad al llegar, sobre todo en cocina y dormitorio, espacio oscuro, no te das cuenta si es de día o de noche si apagas todas las luces. Solicité completo silencio y el anfitrión no me avisó que realizarían reparos de construcción aledañas al piso. Tuve que realizar pago injusto respecto a un defecto del frigorífico que probablemente era previo a mi ingreso. Lo único positivo de mi estancia fue la amabilidad del ayudante del anfitrión y la ubicación de esta misma."
40983,745344764,2021-04-04,394790310,Dani,Buena ubicación y todo perfecto recomendable!!
40983,420760139448061116,2021-08-03,53720721,Fabrizio,lo hemos pasado muy bien
40983,429399851319291970,2021-08-15,93528582,Guzmán,"Buena opción en una de las mejores zonas de Barcelona.<br/>El apartamento tiene grandes dimensiones y cuenta con buena climatización. el baño es amplio y la presión del agua excelente.<br/>Al ser un entresuelo, puede llegar a ser algo ruidoso teniendo en cuenta el local gastronómico de la planta baja. <br/>La cama es muy cómoda aunque algo angosta, la cocina está muy bien equipada aunque podrían renovar algunos elementos de la vajilla en general.<br/>Siempre es un plus contar con lavarropas, la comunicación con el anfitrión siempre fue excelente."
40983,442484701724430226,2021-09-02,216015577,Brunildo,"Todo muy bien, recomiendo."
721478,902768111121497119,2023-05-30,124586774,Joel,Estancia muy agradable. Lugar limpio y ordenado. Anfitrión muy atento. Acceso fácil y flexible.
40983,472982155507160341,2021-10-14,149531091,Alejandra,"El piso nos encantó, es más amplio de lo que nos parecía en las fotos. Ubicación perfecta, limpio, cómodo, tuvimos buena comunicación con Joaquín. Todo perfecto, recomendadisimo!"
40983,490343598222482470,2021-11-07,418344866,Samuel,Muy bonito  y cómodo el apartamento muy limpio y muy bien ubicado a solo pasos de farmacias supermercados restaurantes y bien cerca de la sagrada familia sin duda volvería a quedarme alli
40983,495412458632097318,2021-11-14,9685140,Octavio,muy bien ubicado!
40983,511406697807220896,2021-12-06,127275463,Monica,"Buena relación calidad precio, recomendable"
40983,513562472383750415,2021-12-09,4055853,Sonia,"Cuidado, haced fotos de las condiciones en las cuales os encontráis la casa y fotos a la salida. Se nos ha reclamado tras la estancia una cantidad grande de dinero por desperfectos que no han sido culpa nuestra, así como un plus de dinero por limpieza(aparte del abonado previamente en la reserva) por dejar un desayunos de 5 cosas sin fregar. Estamos muy desencantados con la experiencia Airbnb tras esta estancia.<br/>Además el agua caliente funciona por calentador y no permite dos duchas rápidas seguidas, hay que guardar una espera entre personas.<br/>Lo positivo del apartamento es su buena ubicación y la rapidez de respuesta de los anfitriones en la reserva."
40983,517908615170982321,2021-12-15,347792490,Àlex,Tiene todo lo que necesito para una estancia de unos días. Si lo encuentro al mismo precio repetiré.
40983,520144410412920066,2021-12-18,46376847,Jose Luis,"muy céntrico, y amables los anfitriones buena relación precio lugar muy recomendable"
40983,546204096060396488,2022-01-23,131077346,Mariano,"Muy lindo departamento, comodo y muy buena la ubicacion."
40983,562131014743500906,2022-02-14,93429212,Thibaud,Buena ubicación y anfitrión disponible
40983,575921059158130889,2022-03-05,142692455,Gonzalo,"El departamento tiene una ubicación excelente. Todo a pasos para hacer visitas y tienes muchos restaurantes, bares, mercados. La pasamos genial."
40983,590379688759161695,2022-03-25,46891058,Pamela,"Excelente ubicación, muy bien equipado, amplio y limpio. Joaquín e Iván nos facilitaron la llegada y la partida. El wifi anda muy bien. Sin dudas volveríamos a alojarnos aquí!"
40983,596133828381281639,2022-04-02,303812837,Mayra,Es un entresuelo. La comunicación muy bien. Nos ayudaron las 3 personas encargadas con las dudas y el check-in. Muy bien ubicado justo a minutos del Paseo San Joan.
40983,599096258033554859,2022-04-06,9941479,Marco,Muy central el piso y tienes todo lo que puede necessitar
40983,610652412523981308,2022-04-22,435907749,Luis,"Magnifico apartamento a 10 minutos andando de la sagrada familia, bien equipado tranquilo y perfecto para visitar Barna, volveremos seguro"
40983,612769471167356107,2022-04-25,433033917,Jon Ander,Apartamento céntrico e ideal para poder visitar Barcelona. Está muy bien comunicado con el transporte público y muy cerca de varias zonas de interés.<br/>El trato por parte de los anfitriones no ha podido ser mejor.<br/>¡Muy recomendado!
40983,617939788579580128,2022-05-02,115560098,Gabriel,Tal cual lo descripto! Muy buena ubicacion.
40983,627296746668210384,2022-05-15,175633700,Magu,"Hermosa estadía sobre todo por la ubicación del piso! Joaquín muy amable, atento, siempre responde con rapidez !"
40983,647628323354306952,2022-06-12,103222400,Ramon,Todo genial.
40983,653461349516360638,2022-06-20,300365836,Sol,"Departamento muy amplio, comodo y excelente ubicación. Muy limpio, con lavarropas, y espacioso. Lindo y moderno. El proceso de check in fue sencillo. Nos atendieron amablemente. Volvere a contratarlo."
40983,694747628668967171,2022-08-16,9880906,Ricardo,"Excelente apartamento, comodo, amplio, bien dotado y muy bien ubicado. Super recomendado."
40983,724436811858034355,2022-09-26,478479942,Mariana,"Es una muy buena elección, el lugar queda cerca de todo incluso de el bus y el tre para moverse por la ciudad"
40983,728745534418922850,2022-10-02,71753221,Francisco,"Es un buen lugar, tiene una buena ubicación, es amplio, pero sería mejor que estuviera en mejor estado. Está bien, pero podría estar muchísimo mejor."
40983,730966745293662794,2022-10-05,97811068,Consolación,"Piso supercéntrico aunque poco cuidado: sábanas, vajilla y enseres escasos y mal cuidados. Qué pena!"
40983,733901736891116234,2022-10-09,451554552,Gonzalo,"Muy buena ubicación, muy buena comunicación el anfitrión!"
40983,763581088411138553,2022-11-19,84122018,Alejandro,El departamento muy muy bien ubicado. a casi 10 o 15 minutos andando de sitios principales. <br/>Muy espacioso y tal cuál figura en las fotos. En todo momento tuvimos excelente comunicación. Recomendadísimo
40983,770811561968755498,2022-11-29,47740255,Nahuel,El apartamento es muy cómodo y está muy bien ubicado. Está correctamente equipado (excepto tal vez la cocina) y lo mantienen bien limpio. Joaquín y su co-host son muy amables y responden rápido los mensajes y consultas. Volvería en mi próxima visita a BCN :)
40983,915753222788404990,2023-06-17,175116671,Hebe,"Pasamos unos días encantadores, el lugar nos hizo sentir como en casa, el barrio es tranquilo y al mismo tiempo bien ubicado, lleno de lugares hermosos para caminar y difrutar."
40983,933856023553531983,2023-07-12,188179889,Benjamín,"Lo que más rescato es la ubicación, estaba a 5 minutos caminando de la Basílica de la sagrada familia. Muy conforme con el alojamiento"
40983,955636735183748819,2023-08-11,30924813,Stephany,"Un apartamento limpio, bonito y muy cómodo! Nos gustó mucho la estadía ahí, volvería sin pensarlo dos veces"
40983,1007163200461999271,2023-10-21,199282419,Eduardo,"Gran alojamiento!<br/>Sumamente recomendable, una zona llena  de vida y todo lo que se puede necesitar. <br/>Cerca de todo, confortable y tranquilo. <br/>Los anfitriones fueron muy atentos y amigables. Gracias por todo.<br/>Enhorabuena!"
40983,1014401262209058900,2023-10-31,240091482,Tomas Ignacio,"Hermoso y en una excelente ubicación. Zona muy linda y segura incluso a la noche. El piso no es pequeño, tiene un muy buen tamaño!<br/>Lo súper recomiendo"
40983,1025969531790616810,2023-11-16,442197864,Joaquin,"Departamento muy bien ubicado, amplio y práctico. Todo muy limpio y con muchos detalles. Recomendado, tanto por el departamento en sí como por sus anfitriones."
40983,1073097927965743434,2024-01-20,552575121,Ignacio,Vale la pena. Trato amable y empático.  Volveremos en nuestra próxima visita a esta hermosa ciudad
40983,1103569333878256495,2024-03-02,546645173,Lorena Adriana,"Departamento en buena ubicación, tal como se muestra en las fotos.  Solo un poco ruidoso por vecinos ."
40983,1117296685874419220,2024-03-21,291830800,Javier,todo fue más que perfecto
40983,1119485199009219414,2024-03-24,139440455,Juan,"Todo agradable, muy comodo y suficiente para pasar las noches y descansar, muy tranquilo y silencioso. Buena ubicación y buenos restaurantes y brunch en los alrededores."
721478,1162962082580813591,2024-05-23,64982118,Maria Leilen,"Apartamento cómodo, amplio y completo. Lo único que perturbó nuestra estadía eran los ruidos molestos, durante el día teníamos albañiles en el apartamento de al lado y nos despertaban a puros martillazos y taladros y por la noche los vecinos del piso de arriba no respetaban los horarios y normas de descanso por lo que se nos dificultó a nosotros poder descansar. Lo demás ok."
721478,1185448790087058542,2024-06-23,60392224,Roberto,"Excelente ubicacion. El piso esta muy limpio, acogedor, espacioso. El check in es muy sencillo. Recomendado!"
40983,1128113395547833308,2024-04-05,97685006,Juan Pablo,"Muy cómodo apartamento, en una excelente ubicación. Múltiples opciones para abastecerse y cenar. Sin dudas recomendable."
40983,1154933685395767575,2024-05-12,92149034,Manuela,"muy buenos anfitriones, tuve una buena estadía. pude llegar caminando a la mayoría de lugares que queríamos conocer."
40983,1201395996272350167,2024-07-15,565041544,Mariela,Muy buena ubicación el departamento es acorde a lo presentado en la página todo funcionaba Joaquín e Iván muy amables la pasamos genial gracias
40983,1215095163732078083,2024-08-03,571418289,Luciana,"todo impecable, una decoración muy linda. Fuimos con mis dos hermanas y mi mamá y estuvimos muy cómodas. Tanto Joaquín como Iván respondían rápido y con muy buena predisposición. La ubicación de 10, cerca de todo caminando, en metro y en bus. La zona es muy bonita. Disfrutamos mucho de la hermosa ciudad de Barcelona❤"
40983,1261492224898699490,2024-10-06,53178469,Eilla,"Excelente apartamento, espacioso y muy bien ubicado."
40983,1275316657948416170,2024-10-25,282791809,Sergio,"Super host, la ubicación del apartamento es excelente."
40983,1305707488815535875,2024-12-06,426688407,Hector,"Excelente departamento, cómodo y muy bien ubicado"
40983,1312313611583592875,2024-12-15,1649393,Lucas,Excelente ubicación y muy cómodo. Joaquín e Iván estuvieron disponibles en todo momento. El checkin/checkout fue sin problemas. Muy recomendable!
40983,1313685281849936982,2024-12-17,654841174,Martina,"Excelente estadía, Ivan, el que nos recibió fue muy amable a la hora de hacer el check in. El departamento es hermoso y está bien ubicado. Super limpio y acogedor. Lo único malo es que nos pareció un poco ruidoso. El resto perfecto!"
40983,1322373929142474296,2024-12-29,543934541,Linda,Una hermosa experiencia en Barcelona. La ubicación excelente. El departamento impecable. Recomendable.
40983,1333231566785493257,2025-01-13,465076663,Emilio,"Muy limpio, coincidía con lo que anunciaba, muy amigables a la hora de llegar y excelente zona"
40983,1342753877577838583,2025-01-26,592682691,Daniel Mario,Apartamento muy bien equipado y decorado . Con una buena ubicación para metros y cerca de varios lugares para visitar a pie .
40983,1352903031721056428,2025-02-09,502627181,Celia,Todo perfecto! Mil gracias por todo 😊
40983,1359432928817340880,2025-02-18,240184899,Laura Inés,"El apartamento esta ubicado en un barrio de acceso inmediato a las atracciones de la ciudad, apenas caminas unas cuadras estás en frente de la Sagrada Familia, restaurantes, panaderias alrededor sin ser un lugar atiborrado por turistas, lo cual permite una vivencia natural de tus días. El apartamento se encuentra remodelado, una cocina impecable toda a nueva, luminosa y perfectamente equipada, el baño está genial muy bien dispuesto con detalles de diseño como su bacha. Lo súper recomiendo. Joaquín súper presente."
40983,1362253880228032423,2025-02-22,21323052,Ricardo,"La descripción está 100% alineada a la realidad. La ubicación es excelente y el anfitrión siempre, siempre, siempre estuvo muy pendiente para asegurar nuestra mejor experiencia."
40983,1396348887025692181,2025-04-10,665069410,Robert Joseph,"Excelente estancia. El apartamento está en una ubicación estupenda, muy limpio y bien equipado. La atención ha sido perfecta y el trato, inmejorable. Sin duda, repetiría."
40983,1399158058029370919,2025-04-14,305037944,Horacio,"Respuesta rápida y muy amables, exelete amabilidad de los anfitriones"
1385618,115954672,2016-11-27,44439564,Teresa,muy bien y agradable
1385618,122267043,2016-12-22,43721478,Hernando,Tuvimos unos dias maravillosos en familia en Barcelona. El apto muy acogedor y muy bien situado. Se puede caminar a todas partes. El barrio tranquilo y seguro. El anfitrion disponible y muy amable. Mil graciass!!
40983,1402855301291649940,2025-04-19,115926421,Carlos,Todo excelente!
40983,1419513462373077386,2025-05-12,159040236,Cristian,"Piso muy limpio y excelente ubicado, perfecto para parejas o grupos de 3. El trato de los encargados es increíble, muy educados y comprometidos con brindarte la mejor atención, sin dudas regresaré!"
40983,1425314587264306657,2025-05-20,9997844,Gonzalo,"Muy cordiales, todo como decía la publicación."
40983,1445601735167830395,2025-06-17,486262809,Carla Jimena,"El departamento fue ideal para nuestra estadía, tenia todo lo q necesitamos. Execelente zona, cercana a casi todos los lugares de nuestro interés. Muy limpio y equipado con todo lo necesario. El anfitrión siempre se comunicó y respondió rápidamente, el check in fue flexible y nos esperaron para entregarnos las llaves y explicarnos todo. Lo recomiendo y sin dudas volvería a elegirlo."
40983,1457868559234518893,2025-07-04,310850985,Luis,Muy bien todo el anfitrión y su asistente estuvieron siempre presente lindo departamento
40983,1510157851858792146,2025-09-14,471797834,Javier,"Piso con ubicación perfecta, el anfitrión muy amable en todo momento"
49968,211532064,2017-11-13,55238088,Elwill,"El piso es muy acogedor! Súper limpio, y muy bien ubicado!! La atención fue inmejorable! 100% recomendado!"
49968,216899799,2017-12-06,155799140,Kyra,El servicio y la hospitalidad de nick excelente
49968,219823626,2017-12-19,158440222,Estuardo,"Apartamento agradable, acogedor y muy bien equipado. La ubicación excelente para la zona de Sagrada Familia. Muchas facilidades y servicios en los alrededores."
49968,226964954,2018-01-13,41601154,Nerea,"La casa está muy bien ubicada y es fácil moverse tanto en transporte público como caminando a cualquier lugar. El barrio es tranquilo, agradable y con varias tiendas cercas para comprar lo que necesites.<br/>Respecto a cómo está equipada la casa, si vas a cocinar es necesario que lleves tus propias cosas y no hay mucho espacio para guardar la ropa. Por lo demás, es práctica.<br/>Aunque no nos recibió Nick, la comunicación con él fue fluida y fue muy amable."
49968,229388022,2018-01-23,89374080,Esther,"Zona genial para visitar Barcelona, muy bien comunicada. El apartamento acorde a la descripción.  Muy recomendable"
721479,349739764,2018-11-18,53593522,Alexandre,"Buen lugar, limpio, grande"
49968,480704396,2019-07-03,128451982,Estefania,El lugar tiene una excelente ubicación y estuvieron en contacto conmigo para todas mis dudas con la mejor disposición y muy amables. El piso es muy amplio con luz y mucha ventilación! Un lugar excelente y 100% recomendable!
49968,606331031,2020-02-16,48784302,Víctor,Bien situado.
49968,621498263198839577,2022-05-07,43550096,Andres,Nos ayudó un montón con el equipaje. La ubicación y vista son increíbles.
49968,665744832897796184,2022-07-07,163417914,Mónica,El apartamento está estupendamente ubicado para desplazarte y conocer la ciudad sin problemas. Es acogedor y tiene de todo. Muy recomendable
49968,678795419104219130,2022-07-25,424984050,Carlos Hernan,El apto está muy bien ubicado lo recomiendo
